PPDA_H_Int1,PPDA_H_Int2,PPDA_H_Int3,PPDA_H_Int4,PPDA_H_Int5,PPDA_H_Int6,PPDA_A_Int1,PPDA_A_Int2,PPDA_A_Int3,PPDA_A_Int4,PPDA_A_Int5,PPDA_A_Int6,home team,away team,Relative quality,xG_H_Int1,xG_H_Int2,xG_H_Int3,xG_H_Int4,xG_H_Int5,xG_H_Int6,xG_A_Int1,xG_A_Int2,xG_A_Int3,xG_A_Int4,xG_A_Int5,xG_A_Int6,PPDA_H_1stHalf,PPDA_H_2ndHalf,PPDA_A_1stHalf,PPDA_A_2ndHalf,xG_H_1stHalf,xG_H_2ndHalf,xG_A_1stHalf,xG_A_2ndHalf,xG_H_Total,xG_A_Total,PPDA_H_Total,PPDA_A_Total,MatchSuspicionType,xG_Diff_Total,xG_Diff_1stHalf,xG_Diff_2ndHalf,PPDA_H_Change,PPDA_A_Change,HomePressingDrop,AwayPressingDrop,xG_H_Change,xG_A_Change,HomeAttackingDrop,AwayAttackingDrop,xG_H_Early,xG_A_Early,xG_H_Late,xG_A_Late,xG_H_Mid,xG_A_Mid,PPDA_H_Early,PPDA_A_Early,PPDA_H_Mid,PPDA_A_Mid,PPDA_H_Late,PPDA_A_Late,xG_H_to_PPDA,xG_A_to_PPDA,xG_H_TotalChange,xG_A_TotalChange,PPDA_H_TotalChange,PPDA_A_TotalChange
3.5,2.13,9.0,4.2,5.8,3.09,16.0,16.5,9.4,4.67,15.0,45.0,unidentified,unidentified,home team stronger,0.0,0.01,0.03,0.03,0.07,1.06,0.34,0.0,0.31,0.9,0.15,0.04,4.88,4.36,13.97,21.56,0.04,1.16,0.65,1.09,1.2,1.74,4.62,17.76,unidentified,-0.54,-0.61,0.07,-0.52,7.59,0,1,1.12,0.44,0,0,0.03,1.24,1.09,0.35,0.08,0.15,3.85,10.34,3.96,15.75,6.04,27.2,0.26,0.1,1.06,2.1,17.35,52.66
2.83,3.5,6.4,5.67,5.75,3.67,14.67,10.5,19.8,5.58,18.33,9.29,unidentified,unidentified,home team stronger,0.0,0.01,0.48,0.15,0.0,1.24,0.0,0.01,0.33,0.01,0.45,0.0,4.24,5.03,14.99,11.07,0.49,1.39,0.34,0.46,1.88,0.8,4.64,13.03,unidentified,1.08,0.15,0.93,0.79,-3.92,1,0,0.9,0.12,0,0,0.15,0.01,1.72,0.33,0.01,0.46,4.25,10.12,4.62,14.42,5.04,14.54,0.41,0.06,2.2,1.54,6.46,49.48
18.25,5.2,7.33,4.0,6.0,4.2,13.5,11.33,7.22,5.9,11.25,10.25,unidentified,unidentified,away team stronger,0.27,0.04,0.01,0.05,0.27,0.08,0.04,0.0,0.78,0.0,0.08,0.22,10.26,4.73,10.68,9.13,0.32,0.4,0.82,0.3,0.72,1.12,7.5,9.91,unidentified,-0.4,-0.5,0.1,-5.53,-1.55,0,0,0.08,-0.52,0,1,0.32,0.04,0.09,1.0,0.31,0.08,11.12,9.7,5.6,11.29,5.76,8.74,0.1,0.11,0.71,1.82,22.31,13.95
13.0,12.25,20.0,15.5,8.0,13.5,8.0,3.4,6.43,5.0,4.8,9.5,unidentified,unidentified,away team stronger,0.0,0.0,0.0,0.03,0.18,0.9,0.03,0.97,0.2,1.53,0.12,0.92,15.08,12.33,5.94,6.43,0.0,1.11,1.2,2.57,1.11,3.77,13.71,6.19,unidentified,-2.66,-1.2,-1.46,-2.75,0.49,0,1,1.11,1.37,0,0,0.03,1.56,0.9,1.12,0.18,1.09,14.25,6.5,10.12,4.1,16.75,7.96,0.08,0.61,0.9,5.25,26.0,13.96
8.33,5.38,39.0,7.5,7.33,2.9,6.17,7.17,8.78,8.5,5.0,3.1,unidentified,unidentified,away team stronger,0.07,0.03,0.05,0.0,0.04,0.25,0.45,0.2,0.44,0.19,0.0,0.31,17.57,5.91,7.37,5.53,0.15,0.29,1.09,0.5,0.44,1.59,11.74,6.45,unidentified,-1.15,-0.94,-0.21,-11.66,-1.84,0,0,0.14,-0.59,0,1,0.07,0.64,0.3,0.75,0.07,0.2,7.92,7.34,6.36,6.08,20.95,5.94,0.04,0.25,0.36,1.24,72.67,8.29
7.43,12.5,17.0,6.29,7.0,3.56,4.44,15.33,7.6,6.17,20.67,4.93,unidentified,unidentified,away team stronger,0.0,0.13,0.01,0.04,0.0,0.02,0.0,1.08,0.15,0.03,0.13,0.7,12.31,5.62,9.12,10.59,0.14,0.06,1.23,0.86,0.2,2.09,8.96,9.86,unidentified,-1.89,-1.09,-0.8,-6.69,1.47,0,1,-0.08,-0.37,1,1,0.04,0.03,0.03,0.85,0.13,1.21,6.86,5.3,9.75,18.0,10.28,6.26,0.02,0.21,0.34,2.8,24.43,50.29
4.0,4.2,3.14,8.0,10.67,8.8,7.33,9.0,8.71,9.25,6.63,4.38,unidentified,unidentified,home team stronger,0.11,0.25,0.21,0.97,0.59,0.0,0.03,0.29,0.09,0.07,0.0,0.0,3.78,9.16,8.35,6.75,0.57,1.56,0.41,0.07,2.13,0.48,6.47,7.55,unidentified,1.65,0.16,1.49,5.38,-1.6,1,0,0.99,-0.34,0,1,1.08,0.1,0.21,0.09,0.84,0.29,6.0,8.29,7.44,7.82,5.97,6.54,0.33,0.06,1.91,0.55,10.66,7.37
3.45,8.25,5.5,7.5,3.57,9.17,9.75,4.17,6.14,12.67,4.0,5.4,unidentified,unidentified,home team stronger,0.0,0.0,0.03,0.01,0.0,1.08,0.33,0.21,0.34,0.0,0.01,0.01,5.73,6.75,6.69,7.36,0.03,1.09,0.88,0.02,1.12,0.9,6.24,7.02,unidentified,0.22,-0.85,1.07,1.02,0.67,1,1,1.06,-0.86,0,1,0.01,0.33,1.11,0.35,0.0,0.22,5.48,11.21,5.91,4.08,7.34,5.77,0.18,0.13,1.14,0.6,19.08,24.15
3.36,10.0,3.92,5.83,12.67,9.25,6.44,3.64,4.58,5.14,15.0,4.4,unidentified,unidentified,home team stronger,0.01,0.0,0.0,0.05,0.21,0.08,0.1,0.62,0.38,0.0,0.82,0.74,5.76,9.25,4.89,8.18,0.01,0.34,1.1,1.56,0.35,2.66,7.5,6.53,unidentified,-2.31,-1.09,-1.22,3.49,3.29,1,1,0.33,0.46,0,0,0.06,0.1,0.08,1.12,0.21,1.44,4.6,5.79,11.34,9.32,6.58,4.49,0.05,0.41,0.35,2.04,24.89,24.76
89.0,57.0,37.5,11.25,11.6,7.29,50.0,18.33,64.0,7.44,8.6,3.67,unidentified,unidentified,away team stronger,0.0,0.88,0.0,0.05,0.03,0.9,0.06,0.0,0.02,0.0,0.01,0.34,61.17,10.05,44.11,6.57,0.88,0.98,0.08,0.35,1.86,0.43,35.61,25.34,unidentified,1.43,0.8,0.63,-51.12,-37.54,0,0,0.1,0.27,0,0,0.05,0.06,0.9,0.36,0.91,0.01,50.12,28.72,34.3,13.46,22.4,33.84,0.05,0.02,2.7,0.44,82.41,139.99
19.0,4.55,5.8,4.3,22.5,4.5,8.4,16.4,7.1,9.86,12.83,11.0,unidentified,unidentified,equal strength teams,0.0,0.05,0.08,0.4,0.0,0.54,0.76,0.04,0.06,0.0,0.34,0.16,9.78,10.43,10.63,11.23,0.13,0.94,0.86,0.5,1.07,1.36,10.11,10.93,unidentified,-0.29,-0.73,0.44,0.65,0.6,1,1,0.81,-0.36,0,1,0.4,0.76,0.62,0.22,0.05,0.38,11.65,9.13,13.52,14.61,5.15,9.05,0.11,0.12,1.34,1.32,53.4,24.86
12.0,21.0,12.0,6.67,28.0,7.33,9.5,37.0,5.58,62.0,14.0,4.8,unidentified,unidentified,equal strength teams,0.0,0.23,0.12,0.16,0.09,0.19,0.0,0.2,0.72,0.0,0.0,0.01,15.0,14.0,17.36,26.93,0.35,0.44,0.92,0.01,0.79,0.93,14.5,22.15,unidentified,-0.14,-0.57,0.43,-1.0,9.57,0,1,0.09,-0.91,0,1,0.16,0.0,0.31,0.73,0.32,0.2,9.34,35.75,24.5,25.5,9.66,5.19,0.05,0.04,0.55,1.45,65.33,172.54
10.33,4.29,9.75,5.57,24.0,6.8,5.14,3.86,9.38,5.88,5.22,5.0,unidentified,unidentified,away team stronger,0.09,0.17,0.06,0.13,0.0,0.04,0.01,0.0,0.09,0.0,0.03,0.68,8.12,12.12,6.13,5.37,0.32,0.17,0.1,0.71,0.49,0.81,10.12,5.75,unidentified,-0.32,0.22,-0.54,4.0,-0.76,1,0,-0.15,0.61,1,0,0.22,0.01,0.1,0.77,0.17,0.03,7.95,5.51,14.14,4.54,8.28,7.19,0.05,0.14,0.43,0.87,51.31,11.18
8.67,6.0,9.57,2.5,5.0,22.0,15.6,5.5,10.5,3.43,7.0,5.86,unidentified,unidentified,equal strength teams,0.09,0.01,0.1,0.57,0.18,0.37,0.07,0.1,0.03,0.0,0.0,0.03,8.08,9.83,10.53,5.43,0.2,1.12,0.2,0.03,1.32,0.23,8.96,7.98,unidentified,1.09,0.0,1.09,1.75,-5.1,1,0,0.92,-0.17,0,1,0.66,0.07,0.47,0.06,0.19,0.1,5.58,9.52,5.5,6.25,15.78,8.18,0.15,0.03,1.22,0.16,32.81,26.88
7.0,11.75,15.67,9.75,2.25,3.75,63.0,29.0,13.67,7.0,5.33,7.25,unidentified,unidentified,away team stronger,0.0,0.02,0.07,0.39,0.0,0.0,0.17,0.22,0.03,0.0,0.25,0.32,11.47,5.25,35.22,6.53,0.09,0.39,0.42,0.57,0.48,0.99,8.36,20.88,unidentified,-0.51,-0.33,-0.18,-6.22,-28.69,0,0,0.3,0.15,0,0,0.39,0.17,0.07,0.35,0.02,0.47,8.38,35.0,7.0,17.16,9.71,10.46,0.06,0.05,0.78,0.59,23.59,59.59
17.0,6.0,6.0,4.0,7.67,5.4,36.0,4.5,9.57,4.71,10.8,4.11,unidentified,unidentified,home team stronger,0.84,0.05,0.69,0.22,0.04,0.8,0.56,0.0,0.35,0.0,0.02,0.08,9.67,5.69,16.69,6.54,1.58,1.06,0.91,0.1,2.64,1.01,7.68,11.62,unidentified,1.63,0.67,0.96,-3.98,-10.15,0,0,-0.52,-0.81,1,1,1.06,0.56,1.49,0.43,0.09,0.02,10.5,20.36,6.84,7.65,5.7,6.84,0.34,0.09,2.84,1.34,18.94,54.21
2.82,3.1,7.89,5.0,4.13,3.92,14.0,23.0,4.18,8.67,14.33,2.08,unidentified,unidentified,equal strength teams,0.13,0.2,0.31,0.18,0.0,0.25,0.37,0.0,0.65,0.09,0.58,0.0,4.6,4.35,13.73,8.36,0.64,0.43,1.02,0.67,1.07,1.69,4.48,11.04,unidentified,-0.62,-0.38,-0.24,-0.25,-5.37,0,0,-0.21,-0.35,1,1,0.31,0.46,0.56,0.65,0.2,0.58,3.91,11.34,3.62,18.66,5.9,3.13,0.24,0.15,0.74,2.65,9.04,50.22
24.67,73.0,28.5,22.0,15.0,11.29,2.75,4.33,9.0,4.0,5.33,15.25,unidentified,unidentified,away team stronger,0.0,0.0,0.39,0.0,0.01,0.64,0.25,0.28,0.73,1.6,0.82,0.12,42.06,16.1,5.36,8.19,0.39,0.65,1.26,2.54,1.04,3.8,29.08,6.78,unidentified,-2.76,-0.87,-1.89,-25.96,2.83,0,1,0.26,1.28,0,0,0.0,1.85,1.03,0.85,0.01,1.1,23.34,3.38,44.0,4.83,19.9,12.12,0.04,0.56,1.42,2.83,110.04,22.5
21.33,22.5,10.71,11.8,12.0,16.6,14.5,15.0,5.67,25.0,10.5,15.5,unidentified,unidentified,home team stronger,0.23,0.0,0.12,0.01,0.42,0.36,0.03,0.02,0.23,0.05,0.2,0.12,18.18,13.47,11.72,17.0,0.35,0.79,0.28,0.37,1.14,0.65,15.82,14.36,unidentified,0.49,0.07,0.42,-4.71,5.28,0,1,0.44,0.09,0,0,0.24,0.08,0.48,0.35,0.42,0.22,16.56,19.75,17.25,12.75,13.66,10.58,0.07,0.05,0.93,0.63,18.85,48.66
3.4,5.0,5.5,7.6,6.0,6.1,33.5,28.5,7.63,9.0,6.43,14.0,unidentified,unidentified,away team stronger,0.0,0.04,0.01,0.12,0.01,0.34,0.05,0.0,0.0,0.04,0.13,0.73,4.63,6.57,23.21,9.81,0.05,0.47,0.05,0.9,0.52,0.95,5.6,16.51,unidentified,-0.43,0.0,-0.43,1.94,-13.4,1,0,0.42,0.85,0,0,0.12,0.09,0.35,0.73,0.05,0.13,5.5,21.25,5.5,17.46,5.8,10.82,0.09,0.06,0.62,0.78,5.9,37.38
11.6,41.0,25.0,8.67,13.4,6.11,5.5,4.33,9.8,15.0,4.75,5.43,unidentified,unidentified,equal strength teams,0.0,0.0,0.28,0.0,0.0,1.09,0.37,0.0,0.04,0.0,0.38,0.28,25.87,9.39,6.54,8.39,0.28,1.09,0.41,0.66,1.37,1.07,17.63,7.47,unidentified,0.3,-0.13,0.43,-16.48,1.85,0,1,0.81,0.25,0,0,0.0,0.37,1.37,0.32,0.0,0.38,10.14,10.25,27.2,4.54,15.56,7.62,0.08,0.14,1.65,0.93,73.75,22.77
8.75,5.75,17.5,22.5,15.67,12.25,11.4,5.1,4.33,4.8,8.25,2.58,unidentified,unidentified,home team stronger,0.86,0.06,0.21,0.35,1.29,0.01,0.0,0.0,0.0,0.14,0.18,0.15,10.67,16.81,6.94,5.21,1.13,1.65,0.0,0.47,2.78,0.47,13.74,6.08,unidentified,2.31,1.13,1.18,6.14,-1.73,1,0,0.52,0.47,0,0,1.21,0.14,0.22,0.15,1.35,0.18,15.62,8.1,10.71,6.68,14.88,3.46,0.2,0.08,3.31,0.21,30.0,16.66
8.57,3.58,4.89,3.4,11.33,4.22,9.33,22.5,13.75,5.4,5.33,5.1,unidentified,unidentified,home team stronger,0.0,0.1,0.06,0.0,0.0,0.08,0.0,0.0,0.0,0.42,0.02,0.0,5.68,6.32,15.19,5.28,0.16,0.08,0.0,0.44,0.24,0.44,6.0,10.24,unidentified,-0.2,0.16,-0.36,0.64,-9.91,1,0,-0.08,0.44,1,0,0.0,0.42,0.14,0.0,0.1,0.02,5.98,7.36,7.46,13.92,4.56,9.43,0.04,0.04,0.28,0.84,22.83,30.57
7.13,9.33,8.14,4.5,3.83,2.13,6.33,21.33,11.0,12.17,17.0,64.0,unidentified,unidentified,home team stronger,0.74,0.0,0.22,0.3,0.84,0.8,0.76,0.02,0.15,0.08,0.11,0.12,8.2,3.49,12.89,31.06,0.96,1.94,0.93,0.31,2.9,1.24,5.84,21.97,unidentified,1.66,0.03,1.63,-4.71,18.17,0,1,0.98,-0.62,0,1,1.04,0.84,1.02,0.27,0.84,0.13,5.82,9.25,6.58,19.16,5.14,37.5,0.5,0.06,1.62,0.98,9.4,78.33
6.5,16.0,3.0,3.5,4.25,4.43,9.5,24.67,13.2,10.17,5.2,8.25,unidentified,unidentified,away team stronger,0.0,0.0,0.37,0.29,0.0,0.51,0.28,0.0,0.02,0.0,0.32,0.24,8.5,4.06,15.79,7.87,0.37,0.8,0.3,0.56,1.17,0.86,6.28,11.83,unidentified,0.31,0.07,0.24,-4.44,-7.92,0,0,0.43,0.26,0,0,0.29,0.28,0.88,0.26,0.0,0.32,5.0,9.84,10.12,14.94,3.72,10.72,0.19,0.07,1.25,0.72,23.93,37.69
5.0,13.33,6.5,9.83,7.0,10.8,2.5,9.67,6.8,5.0,8.0,3.83,unidentified,unidentified,equal strength teams,0.17,1.13,0.0,0.0,0.04,1.99,0.1,0.0,0.08,0.24,0.19,0.02,8.28,9.21,6.32,5.61,1.3,2.03,0.18,0.45,3.33,0.63,8.74,5.97,unidentified,2.7,1.12,1.58,0.93,-0.71,1,0,0.73,0.27,0,0,0.17,0.34,1.99,0.1,1.17,0.19,7.42,3.75,10.16,8.84,8.65,5.32,0.38,0.11,4.08,0.56,25.12,19.01
4.22,6.25,21.0,6.17,6.75,7.14,5.78,6.83,5.33,5.0,5.67,7.44,unidentified,unidentified,home team stronger,0.82,0.42,0.42,0.83,0.0,0.0,0.0,0.12,0.04,0.0,0.25,0.46,10.49,6.69,5.98,6.04,1.66,0.83,0.16,0.71,2.49,0.87,8.59,6.01,unidentified,1.62,1.5,0.12,-3.8,0.06,0,1,-0.83,0.55,1,0,1.65,0.0,0.42,0.5,0.42,0.37,5.2,5.39,6.5,6.25,14.07,6.38,0.29,0.14,1.64,0.7,32.58,5.32
1.8,1.88,3.73,4.27,8.4,7.75,11.83,6.5,6.38,9.0,6.25,2.5,unidentified,unidentified,equal strength teams,0.06,0.0,0.19,0.42,0.07,0.2,0.07,0.01,0.0,0.0,0.0,0.63,2.47,6.81,8.24,5.92,0.25,0.69,0.08,0.63,0.94,0.71,4.64,7.08,unidentified,0.23,0.17,0.06,4.34,-2.32,1,0,0.44,0.55,0,0,0.48,0.07,0.39,0.63,0.07,0.01,3.03,10.42,5.14,6.38,5.74,4.44,0.2,0.1,0.96,0.7,7.25,14.57
5.75,3.43,15.0,14.0,5.75,5.0,4.0,10.33,7.0,7.0,17.0,5.75,unidentified,unidentified,equal strength teams,0.1,0.0,0.02,0.21,0.0,0.47,0.22,0.07,0.91,0.03,0.06,0.49,8.06,8.25,7.11,9.92,0.12,0.68,1.2,0.58,0.8,1.78,8.15,8.51,unidentified,-0.98,-1.08,0.1,0.19,2.81,1,1,0.56,-0.62,0,1,0.31,0.25,0.49,1.4,0.0,0.13,9.88,5.5,4.59,13.66,10.0,6.38,0.1,0.21,0.99,2.33,23.89,30.91
5.0,9.5,14.75,2.89,5.0,4.5,30.0,4.8,4.6,3.11,27.0,19.0,unidentified,unidentified,away team stronger,0.0,0.32,0.37,0.02,0.09,0.43,0.34,0.0,0.0,0.01,0.0,0.35,9.75,4.13,13.13,16.37,0.69,0.54,0.34,0.36,1.23,0.7,6.94,14.75,unidentified,0.53,0.35,0.18,-5.62,3.24,0,1,-0.15,0.02,1,0,0.02,0.35,0.8,0.35,0.41,0.0,3.94,16.56,7.25,15.9,9.62,11.8,0.18,0.05,1.13,0.71,24.22,58.78
10.33,14.25,65.0,6.0,4.63,4.8,13.8,3.5,34.0,20.33,13.75,11.5,unidentified,unidentified,away team stronger,0.26,0.06,0.43,0.0,0.0,0.48,0.13,0.01,0.67,0.04,0.51,0.08,29.86,5.14,17.1,15.19,0.75,0.48,0.81,0.63,1.23,1.44,17.5,16.15,unidentified,-0.21,-0.06,-0.15,-24.72,-1.91,0,0,-0.27,-0.18,1,1,0.26,0.17,0.91,0.75,0.06,0.52,8.16,17.06,9.44,8.62,34.9,22.75,0.07,0.09,1.48,2.31,115.21,63.3
10.67,5.88,18.0,5.5,6.6,5.0,3.43,8.67,2.27,4.22,7.67,4.13,unidentified,unidentified,away team stronger,0.0,0.0,0.07,0.04,0.1,0.39,0.86,0.15,0.38,0.0,0.84,0.73,11.52,5.7,4.79,5.34,0.07,0.53,1.39,1.57,0.6,2.96,8.61,5.06,unidentified,-2.36,-1.32,-1.04,-5.82,0.55,0,1,0.46,0.18,0,0,0.04,0.86,0.46,1.11,0.1,0.99,8.09,3.82,6.24,8.17,11.5,3.2,0.07,0.58,0.45,2.27,32.11,20.58
9.0,5.13,3.83,5.17,6.4,4.36,9.17,6.0,7.0,4.75,4.67,2.63,unidentified,unidentified,home team stronger,0.09,0.0,0.01,0.03,0.09,1.14,0.17,0.44,0.0,0.0,0.0,0.09,5.99,5.31,7.39,4.02,0.1,1.26,0.61,0.09,1.36,0.7,5.65,5.7,unidentified,0.66,-0.51,1.17,-0.68,-3.37,0,0,1.16,-0.52,0,1,0.12,0.17,1.15,0.09,0.09,0.44,7.08,6.96,5.76,5.34,4.1,4.81,0.24,0.12,1.23,0.8,9.78,8.54
6.8,7.67,4.73,4.4,20.5,19.0,7.2,5.78,11.25,4.67,6.86,7.0,unidentified,unidentified,equal strength teams,0.45,0.04,0.28,0.01,0.39,0.03,0.02,0.0,0.05,0.0,0.02,0.0,6.4,14.63,8.08,6.18,0.77,0.43,0.07,0.02,1.2,0.09,10.52,7.13,unidentified,1.11,0.7,0.41,8.23,-1.9,1,0,-0.34,-0.05,1,1,0.46,0.02,0.31,0.05,0.43,0.02,5.6,5.94,14.08,6.32,11.86,9.12,0.11,0.01,1.66,0.16,21.74,15.8
19.0,3.25,5.17,7.0,5.2,3.33,16.5,7.86,10.29,13.8,24.0,7.57,unidentified,unidentified,away team stronger,0.0,0.55,0.2,0.0,0.05,0.32,0.5,0.0,0.76,0.08,0.44,0.22,9.14,5.18,11.55,15.12,0.75,0.37,1.26,0.74,1.12,2.0,7.16,13.34,unidentified,-0.88,-0.51,-0.37,-3.96,3.57,0,1,-0.38,-0.52,1,1,0.0,0.58,0.52,0.98,0.6,0.44,13.0,15.15,4.22,15.93,4.25,8.93,0.16,0.15,1.42,2.52,23.17,41.21
17.33,4.29,4.44,3.2,4.75,7.0,33.0,27.5,5.5,33.0,35.5,48.0,unidentified,unidentified,equal strength teams,0.0,0.0,0.0,0.19,0.0,0.07,0.0,0.05,0.0,0.0,0.81,0.16,8.69,4.98,22.0,38.83,0.0,0.26,0.05,0.97,0.26,1.02,6.84,30.42,unidentified,-0.76,-0.05,-0.71,-3.71,16.83,0,1,0.26,0.92,0,0,0.19,0.0,0.07,0.16,0.0,0.86,10.26,33.0,4.52,31.5,5.72,26.75,0.04,0.03,0.45,1.56,18.23,70.0
12.0,5.0,4.7,5.17,4.11,4.55,62.0,9.17,7.57,24.5,13.75,10.5,unidentified,unidentified,equal strength teams,0.1,0.12,0.14,0.07,0.29,0.02,0.17,0.1,0.41,0.0,0.0,0.04,7.23,4.61,26.25,16.25,0.36,0.38,0.68,0.04,0.74,0.72,5.92,21.25,unidentified,0.02,-0.32,0.34,-2.62,-10.0,0,0,0.02,-0.64,0,1,0.17,0.17,0.16,0.45,0.41,0.1,8.59,43.25,4.56,11.46,4.62,9.04,0.12,0.03,0.6,0.83,9.27,85.36
11.67,28.0,35.5,30.0,11.0,15.75,13.4,6.14,40.0,12.0,8.25,5.2,unidentified,unidentified,equal strength teams,0.71,0.39,0.0,0.35,0.28,0.06,0.0,0.62,0.11,0.0,0.0,0.12,25.06,18.92,19.85,8.48,1.1,0.69,0.73,0.12,1.79,0.85,21.99,14.16,unidentified,0.94,0.37,0.57,-6.14,-11.37,0,0,-0.41,-0.61,1,1,1.06,0.0,0.06,0.23,0.67,0.62,20.84,12.7,19.5,7.2,25.62,22.6,0.08,0.06,1.35,1.36,53.08,75.92
10.83,10.33,6.14,6.33,6.6,3.9,4.25,7.67,3.63,17.0,3.0,13.33,unidentified,unidentified,away team stronger,0.86,0.03,0.0,0.45,0.0,0.19,0.0,0.1,0.21,0.0,0.05,0.77,9.1,5.61,5.18,11.11,0.89,0.64,0.31,0.82,1.53,1.13,7.36,8.15,unidentified,0.4,0.58,-0.18,-3.49,5.93,0,1,-0.25,0.51,1,0,1.31,0.0,0.19,0.98,0.03,0.15,8.58,10.62,8.46,5.34,5.02,8.48,0.21,0.14,1.95,1.19,7.85,45.16
10.33,4.78,4.88,15.67,3.75,6.33,10.88,30.67,10.38,6.1,19.0,11.0,unidentified,unidentified,equal strength teams,0.5,0.2,0.45,0.0,0.04,1.23,0.0,0.1,0.18,0.04,0.07,0.02,6.66,8.58,17.31,12.03,1.15,1.27,0.28,0.13,2.42,0.41,7.62,14.67,unidentified,2.01,0.87,1.14,1.92,-5.28,1,0,0.12,-0.15,0,1,0.5,0.04,1.68,0.2,0.24,0.17,13.0,8.49,4.27,24.84,5.6,10.69,0.32,0.03,2.23,0.4,30.94,65.26
7.67,13.75,17.75,7.0,16.2,8.4,20.0,4.29,3.75,3.83,7.25,4.5,unidentified,unidentified,away team stronger,0.01,0.0,0.51,0.0,0.0,0.06,0.05,0.6,0.13,1.55,0.04,0.08,13.06,10.53,9.35,5.19,0.52,0.06,0.78,1.67,0.58,2.45,11.8,7.27,unidentified,-1.87,-0.26,-1.61,-2.53,-4.16,0,0,-0.46,0.89,1,0,0.01,1.6,0.57,0.21,0.0,0.64,7.34,11.92,14.98,5.77,13.08,4.12,0.05,0.34,1.09,3.99,37.83,22.5
3.33,7.8,4.09,3.6,2.33,2.46,9.33,6.4,5.0,10.2,18.0,8.0,unidentified,unidentified,equal strength teams,0.22,0.0,0.0,0.03,0.55,0.85,0.02,0.03,0.0,0.0,0.0,0.0,5.07,2.8,6.91,12.07,0.22,1.43,0.05,0.0,1.65,0.05,3.94,9.49,unidentified,1.6,0.17,1.43,-2.27,5.16,0,1,1.21,-0.05,0,1,0.25,0.02,0.85,0.0,0.55,0.03,3.46,9.76,5.06,12.2,3.28,6.5,0.42,0.01,1.07,0.04,10.07,27.33
3.17,38.0,10.2,5.33,14.67,7.0,8.86,7.4,1.93,2.29,5.11,6.17,unidentified,unidentified,equal strength teams,0.09,0.05,0.02,0.06,0.05,0.08,0.59,0.0,0.0,0.89,0.01,0.08,17.12,9.0,6.06,4.52,0.16,0.19,0.59,0.98,0.35,1.57,13.06,5.29,unidentified,-1.22,-0.43,-0.79,-8.12,-1.54,0,0,0.03,0.39,0,0,0.15,1.48,0.1,0.08,0.1,0.01,4.25,5.57,26.34,6.26,8.6,4.05,0.03,0.3,0.15,2.43,84.51,11.17
8.6,2.2,6.44,11.0,12.33,5.5,11.5,11.25,8.33,21.0,6.0,10.75,unidentified,unidentified,home team stronger,0.03,0.36,0.77,0.34,0.43,1.21,0.0,0.0,0.0,0.11,0.12,0.0,5.75,9.61,10.36,12.58,1.16,1.98,0.0,0.23,3.14,0.23,7.68,11.47,unidentified,2.91,1.16,1.75,3.86,2.22,1,1,0.82,0.23,0,0,0.37,0.11,1.98,0.0,0.79,0.12,9.8,16.25,7.26,8.62,5.97,9.54,0.41,0.02,2.04,0.24,23.36,35.59
6.33,8.33,3.56,3.86,3.57,3.5,36.5,13.83,21.0,13.0,36.0,10.83,unidentified,unidentified,home team stronger,0.17,0.64,0.08,0.0,0.82,0.54,0.04,0.31,0.18,0.02,0.45,0.08,6.07,3.64,23.78,19.94,0.89,1.36,0.53,0.55,2.25,1.08,4.86,21.86,unidentified,1.17,0.36,0.81,-2.43,-3.84,0,0,0.47,0.02,0,0,0.17,0.06,0.62,0.26,1.46,0.76,5.1,24.75,5.95,24.92,3.53,15.92,0.46,0.05,2.21,1.36,7.43,86.01
5.0,5.14,6.2,5.67,12.0,6.14,4.88,11.75,4.42,6.17,4.88,12.2,unidentified,unidentified,away team stronger,0.06,0.03,0.3,0.02,0.0,0.1,0.32,0.0,0.05,0.76,0.41,0.0,5.45,7.94,7.02,7.75,0.39,0.12,0.37,1.17,0.51,1.54,6.69,7.38,unidentified,-1.03,0.02,-1.05,2.49,0.73,1,1,-0.27,0.8,1,0,0.08,1.08,0.4,0.05,0.03,0.41,5.34,5.52,8.57,8.32,6.17,8.31,0.08,0.21,0.7,1.84,13.92,24.56
4.8,4.44,4.22,6.25,7.33,3.36,8.8,8.5,5.75,3.0,3.6,9.63,unidentified,unidentified,away team stronger,0.17,0.0,0.2,0.11,0.0,0.34,0.01,0.0,0.03,0.03,0.0,0.0,4.49,5.65,7.68,5.41,0.37,0.45,0.04,0.03,0.82,0.07,5.07,6.55,unidentified,0.75,0.33,0.42,1.16,-2.27,1,0,0.08,-0.01,0,1,0.28,0.04,0.54,0.03,0.0,0.0,5.52,5.9,5.88,6.05,3.79,7.69,0.16,0.01,0.91,0.07,7.66,12.43
4.77,10.33,5.14,3.3,5.17,5.57,7.17,46.0,12.17,53.0,18.0,15.4,unidentified,unidentified,away team stronger,0.08,0.15,0.0,0.12,0.09,0.27,0.0,0.84,0.12,0.0,0.0,0.43,6.75,4.68,21.78,28.8,0.23,0.48,0.96,0.43,0.71,1.39,5.71,25.29,unidentified,-0.68,-0.73,0.05,-2.07,7.02,0,1,0.25,-0.53,0,1,0.2,0.0,0.27,0.55,0.24,0.84,4.04,30.08,7.75,32.0,5.36,13.78,0.12,0.05,0.55,2.11,14.86,151.09
